Date & Time,Pipe 1,Pipe 2,Pipe 3
2022-09-29 15:19:10,24.375,24.312,24.0
2022-09-29 15:20:13,24.375,24.312,24.062
2022-09-29 15:21:15,24.437,24.312,24.0
2022-09-29 15:22:18,24.437,24.312,24.0
